Vehicle ID,Timestep,SoC (%),Charging Power (kW),Discharging Power (kW),Passengers Picked Up,Passengers Delivered,Energy Consumption (kWh),Status,Hour
1,71,34.00282925160159,10,0,0,0,0.0,charging,17
1,72,32.48427275231342,0,0,2,1,1.5185564992881697,picking up passenger,18
1,73,28.134011724148017,0,0,4,3,4.350261028165406,picking up passenger,18
1,74,26.208305528621448,0,0,3,3,1.9257061955265702,picking up passenger,18
1,75,23.046777593418803,0,0,3,2,3.161527935202644,picking up passenger,18
1,76,31.528691880738307,10,0,2,2,1.5180857126804965,charging,19
1,77,29.85608682388549,0,0,4,1,1.6726050568528184,picking up passenger,19
1,78,24.128851688372986,0,0,4,1,5.727235135512505,picking up passenger,19
1,79,29.594889769842023,10,0,4,1,4.533961918530963,charging,19
1,80,25.4051605748642,0,0,3,2,4.189729194977822,picking up passenger,20
1,81,24.021075974475167,0,0,2,0,1.3840846003890346,picking up passenger,20
1,82,20.895671504057717,0,0,3,0,3.125404470417449,picking up passenger,20
1,83,21.816761304615035,5,0,3,1,4.078910199442682,charging,20
1,84,18.541485920373177,10,10,2,2,3.27527538424186,charging,21
1,85,18.541485920373177,0,0,0,0,0.0,parked,21
1,86,20.259550811242477,5,0,2,2,3.2819351091307,charging,21
1,87,20.259550811242477,0,0,0,0,0.0,parked,21
1,88,22.870590022137215,5,0,3,1,2.3889607891052607,charging,22
1,89,15.456924841872919,5,10,2,0,2.413665180264295,charging,22
1,90,21.568874380977988,10,0,2,2,3.8880504608949304,charging,22
1,91,18.94162825793369,0,0,2,0,2.627246123044298,picking up passenger,22
1,92,23.94162825793369,5,0,0,0,0.0,charging,23
1,93,19.478420812150958,0,0,2,2,4.463207445782734,picking up passenger,23
1,94,25.199197071558874,10,0,3,0,4.279223740592084,charging,23
1,95,24.2593847585391,0,0,1,0,0.9398123130197762,picking up passenger,23
1,96,30.456847312102315,10,0,3,3,3.8025374464367845,charging,24
2,1,79.28574570497719,0,0,2,0,0.714254295022816,picking up passenger,0
2,2,77.97500859556794,0,0,2,0,1.310737109409251,picking up passenger,0
2,3,76.81634447531273,0,0,1,1,1.1586641202552046,picking up passenger,0
2,4,69.91178309904987,0,0,4,2,6.904561376262861,picking up passenger,1
2,5,65.88969210763133,0,0,4,0,4.022090991418542,picking up passenger,1
2,6,64.22203936157372,0,0,2,0,1.6676527460576127,picking up passenger,1
2,7,62.107114590276296,0,0,1,1,2.114924771297424,picking up passenger,1
2,8,57.03712167833063,0,0,2,2,5.069992911945668,picking up passenger,2
2,9,55.07845296371075,0,0,2,0,1.9586687146198773,picking up passenger,2
2,10,48.18649697722114,0,0,3,2,6.8919559864896165,picking up passenger,2
2,11,45.23147379296635,0,0,2,0,2.9550231842547907,picking up passenger,2
2,12,43.431489525466645,0,0,1,1,1.7999842674997042,picking up passenger,3
2,13,43.431489525466645,0,0,0,0,0.0,parked,3
2,14,40.26308408974381,0,0,4,0,3.168405435722831,picking up passenger,3
2,15,38.685232682148815,0,0,1,1,1.5778514075949954,picking up passenger,3
2,16,38.685232682148815,0,0,0,0,0.0,parked,4
2,17,36.94871741344464,0,0,4,1,1.7365152687041754,picking up passenger,4
2,18,34.466200001345904,0,0,2,1,2.4825174120987343,picking up passenger,4
2,19,27.671774668540422,0,0,4,2,6.7944253328054804,picking up passenger,4
2,20,26.299519282226857,0,0,3,0,1.3722553863135665,picking up passenger,5
2,21,21.179349621626084,0,0,3,3,5.120169660600773,picking up passenger,5
2,22,14.914975023603212,5,10,2,0,1.264374598022873,charging,5
2,23,10.855583956565788,5,0,4,3,9.059391067037424,charging,5
2,24,18.76187609128462,10,0,4,2,2.0937078652811656,charging,6
2,25,22.005922747732257,5,0,4,3,1.7559533435523615,charging,6
2,26,30.905571477739237,10,0,1,0,1.1003512699930211,charging,6
2,27,29.9176792475179,0,0,1,0,0.9878922302213388,picking up passenger,6
2,28,27.943496369118147,0,0,2,0,1.9741828783997526,picking up passenger,7
2,29,27.943496369118147,0,0,0,0,0.0,parked,7
2,30,27.457728574676935,0,0,1,0,0.48576779444121204,picking up passenger,7
2,31,22.952018865474876,0,0,3,1,4.50570970920206,picking up passenger,7
2,32,18.85210986385563,0,0,3,2,4.099909001619245,picking up passenger,8
2,33,28.3417526466815,10,0,1,1,0.5103572171741304,charging,8
2,34,27.118699725853144,0,0,1,0,1.2230529208283545,picking up passenger,8
2,35,27.118699725853144,0,0,0,0,0.0,parked,8
2,36,27.118699725853144,0,0,0,0,0.0,parked,9
2,37,23.67357067329291,0,0,2,1,3.445129052560232,picking up passenger,9
2,38,20.679441978013237,0,0,3,1,2.9941286952796737,picking up passenger,9
2,39,14.827228404533862,0,0,3,1,5.852213573479375,picking up passenger,9
2,40,15.336926234311015,5,0,2,1,4.490302170222847,charging,10
2,41,17.633629409124772,5,0,2,0,2.7032968251862406,charging,10
2,42,15.338285838743625,0,0,1,1,2.2953435703811476,picking up passenger,10
2,43,25.338285838743623,10,0,0,0,0.0,charging,10
2,44,22.769077705018884,0,0,2,0,2.56920813372474,picking up passenger,11
2,45,20.080094033466317,0,0,4,0,2.6889836715525677,picking up passenger,11
2,46,20.080094033466317,0,0,0,0,0.0,parked,11
2,47,27.587433975398476,10,0,4,0,2.492660058067842,charging,11
2,48,24.650224381529732,0,0,3,1,2.937209593868745,picking up passenger,12
2,49,33.837428433660094,10,0,2,0,0.8127959478696343,charging,12
2,50,25.860497296058583,0,0,4,2,7.976931137601513,picking up passenger,12
2,51,25.860497296058583,0,0,0,0,0.0,parked,12
2,52,24.49646307833443,0,0,2,1,1.3640342177241545,picking up passenger,13
2,53,34.49646307833443,10,0,0,0,0.0,charging,13
2,54,34.49646307833443,0,0,0,0,0.0,parked,13
2,55,30.665690657782726,0,0,3,2,3.8307724205517046,picking up passenger,13
2,56,26.794221905523443,0,0,3,1,3.8714687522592834,picking up passenger,14
2,57,24.392486905548786,0,0,4,4,2.401734999974658,picking up passenger,14
2,58,34.392486905548786,10,0,0,0,0.0,charging,14
2,59,32.38221838394751,0,0,4,0,2.010268521601276,picking up passenger,14
2,60,29.824060737186993,0,0,2,2,2.558157646760516,picking up passenger,15
2,61,29.824060737186993,0,0,0,0,0.0,parked,15
2,62,29.009844456589793,0,0,2,1,0.8142162805971993,picking up passenger,15
2,63,27.67121846328182,0,0,2,2,1.338625993307971,picking up passenger,15
2,64,27.67121846328182,0,0,0,0,0.0,parked,16
2,65,27.67121846328182,0,0,0,0,0.0,parked,16
2,66,25.98879201003327,0,0,1,1,1.6824264532485533,picking up passenger,16
2,67,22.523135489146203,0,0,2,1,3.465656520887067,picking up passenger,16
2,68,25.700703090369327,10,0,4,1,6.8224323987768765,charging,17
2,69,24.13702316135223,0,0,4,2,1.5636799290170993,picking up passenger,17
2,70,30.183034518952812,10,0,3,0,3.9539886423994175,charging,17
2,71,27.911199966278602,0,0,3,1,2.2718345526742105,picking up passenger,17
2,72,26.463595208773665,0,0,3,2,1.4476047575049364,picking up passenger,18
2,73,26.463595208773665,0,0,0,0,0.0,parked,18
2,74,26.463595208773665,0,0,0,0,0.0,parked,18
2,75,26.463595208773665,0,0,0,0,0.0,parked,18
2,76,26.463595208773665,0,0,0,0,0.0,parked,19
2,77,26.463595208773665,0,0,0,0,0.0,parked,19
2,78,25.087941305355898,0,0,1,0,1.375653903417767,picking up passenger,19
2,79,19.143818049588006,0,0,4,1,5.94412325576789,picking up passenger,19
2,80,22.186997085821528,10,0,4,3,6.9568209637664795,charging,20
2,81,21.68355258982136,0,0,1,0,0.5034444960001672,picking up passenger,20
2,82,18.449370561348594,0,0,4,3,3.234182028472767,picking up passenger,20
2,83,28.449370561348594,10,0,0,0,0.0,charging,20
2,84,27.741383698037453,0,0,1,0,0.7079868633111435,picking up passenger,21
2,85,27.210072449364073,0,0,1,0,0.5313112486733784,picking up passenger,21
2,86,25.22979394053164,0,0,3,3,1.9802785088324335,picking up passenger,21
2,87,25.22979394053164,0,0,0,0,0.0,parked,21
2,88,19.337630728200658,0,0,3,2,5.892163212330981,picking up passenger,22
2,89,24.337630728200658,5,0,0,0,0.0,charging,22
2,90,22.20800421081379,0,0,3,0,2.1296265173868685,picking up passenger,22
2,91,21.15326124913551,0,0,1,0,1.0547429616782795,picking up passenger,22
2,92,18.63609406802043,0,0,4,2,2.5171671811150795,picking up passenger,23
2,93,17.745109248392122,0,0,1,0,0.8909848196283081,picking up passenger,23
2,94,25.50800566742201,10,0,2,1,2.2371035809701088,charging,23
2,95,20.85556021753371,0,0,2,2,4.652445449888301,picking up passenger,23
2,96,24.624728673847777,5,0,2,0,1.230831543685932,charging,24
3,1,76.98112578106978,0,0,3,1,3.0188742189302253,picking up passenger,0
3,2,73.053149992611,0,0,3,2,3.9279757884587854,picking up passenger,0
3,3,70.65241072416197,0,0,4,0,2.400739268449036,picking up passenger,0
3,4,68.5704277023109,0,0,4,3,2.08198302185108,picking up passenger,1
3,5,68.5704277023109,0,0,0,0,0.0,parked,1
3,6,67.89494827278428,0,0,1,1,0.6754794295266113,picking up passenger,1
3,7,66.66002342504483,0,0,1,0,1.234924847739455,picking up passenger,1
3,8,66.66002342504483,0,0,0,0,0.0,parked,2
3,9,64.29890851810468,0,0,2,1,2.3611149069401485,picking up passenger,2
3,10,63.92751463611124,0,0,1,0,0.37139388199344264,picking up passenger,2
3,11,61.110660749476075,0,0,4,4,2.816853886635167,picking up passenger,2
3,12,60.372856502170166,0,0,1,0,0.7378042473059109,picking up passenger,3
3,13,54.99153774063081,0,0,3,1,5.381318761539355,picking up passenger,3
3,14,51.54870561351246,0,0,3,0,3.442832127118353,picking up passenger,3
3,15,51.54870561351246,0,0,0,0,0.0,parked,3
3,16,43.83072099313437,0,5,2,1,2.717984620378091,discharging,4
3,17,43.393394171585626,0,0,1,0,0.43732682154874253,picking up passenger,4
3,18,43.393394171585626,0,0,0,0,0.0,parked,4
3,19,42.0079800423983,0,0,1,0,1.3854141291873219,picking up passenger,4
3,20,42.0079800423983,0,0,0,0,0.0,parked,5
3,21,42.0079800423983,0,0,0,0,0.0,parked,5
3,22,37.769146797709425,0,0,4,1,4.238833244688875,picking up passenger,5
3,23,36.32115082059806,0,0,2,1,1.4479959771113633,picking up passenger,5
3,24,29.533805216167533,0,0,4,2,6.787345604430531,picking up passenger,6
3,25,28.513854337765498,0,0,2,2,1.0199508784020364,picking up passenger,6
3,26,28.513854337765498,0,0,0,0,0.0,parked,6
3,27,26.27156200915695,0,0,3,1,2.24229232860855,picking up passenger,6
3,28,23.606153882025176,0,0,3,0,2.665408127131773,picking up passenger,7
3,29,19.621774814431514,0,0,4,0,3.98437906759366,picking up passenger,7
3,30,22.008721775293015,5,0,1,1,2.6130530391384994,charging,7
3,31,24.401619463352187,5,0,2,0,2.6071023119408276,charging,7
3,32,28.844867296580887,10,0,2,2,5.556752166771299,charging,8
3,33,26.561833397130265,0,0,4,2,2.2830338994506203,picking up passenger,8
3,34,25.376976248804645,0,0,2,0,1.1848571483256203,picking up passenger,8
3,35,24.10147172971441,0,0,1,0,1.2755045190902323,picking up passenger,8
3,36,29.10147172971441,5,0,0,0,0.0,charging,9
3,37,28.339868670077216,0,0,1,1,0.7616030596371957,picking up passenger,9
3,38,22.499586813804548,0,0,4,2,5.840281856272667,picking up passenger,9
3,39,18.94632085771131,0,0,4,2,3.5532659560932394,picking up passenger,9
3,40,23.061679706590276,10,0,4,1,5.884641151121035,charging,10
3,41,20.092070058251956,0,0,4,3,2.9696096483383188,picking up passenger,10
3,42,30.092070058251956,10,0,0,0,0.0,charging,10
3,43,25.20194444280254,0,0,3,2,4.890125615449417,picking up passenger,10
3,44,16.628658097731346,0,0,3,3,8.573286345071192,picking up passenger,11
3,45,16.628658097731346,0,0,0,0,0.0,parked,11
3,46,25.62681509473456,10,0,3,0,1.0018430029967877,charging,11
3,47,19.600492511990762,0,5,1,0,1.026322582743798,discharging,11
3,48,28.332135453367876,10,0,3,1,1.2683570586228852,charging,12
3,49,21.884504392001297,0,0,4,1,6.44763106136658,picking up passenger,12
3,50,19.953012703389202,5,0,3,2,6.931491688612094,charging,12
3,51,27.324112434768523,10,0,4,2,2.62890026862068,charging,12
3,52,27.324112434768523,0,0,0,0,0.0,parked,13
3,53,27.324112434768523,0,0,0,0,0.0,parked,13
3,54,27.324112434768523,0,0,0,0,0.0,parked,13
3,55,23.800596931536518,0,0,2,2,3.5235155032320056,picking up passenger,13
3,56,16.269911340518007,0,0,4,4,7.530685591018511,picking up passenger,14
3,57,25.59101441608386,10,0,2,0,0.6788969244341493,charging,14
3,58,25.59101441608386,0,0,0,0,0.0,parked,14
3,59,18.467596663035238,0,0,3,3,7.123417753048621,picking up passenger,14
3,60,16.04098934343144,0,0,3,0,2.4266073196037974,picking up passenger,15
3,61,16.04098934343144,0,0,0,0,0.0,parked,15
3,62,11.627284802162437,0,0,2,2,4.413704541269004,picking up passenger,15
3,63,7.319867122722777,0,0,3,3,4.30741767943966,picking up passenger,15
3,64,7.91716000915179,5,0,3,0,4.402707113570987,charging,16
3,65,17.523504377855083,10,0,1,0,0.39365563129670883,charging,16
3,66,20.72326714677255,5,0,2,0,1.8002372310825314,charging,16
3,67,16.98795601495643,0,0,4,0,3.73531113181612,picking up passenger,16
3,68,12.24576857528102,0,0,3,1,4.742187439675412,picking up passenger,17
3,69,6.989745232472029,0,0,3,2,5.25602334280899,picking up passenger,17
3,70,6.570426356016976,0,0,1,0,0.41931887645505306,picking up passenger,17
3,71,10.383911037639491,5,0,3,0,1.1865153183774853,charging,17
3,72,10.383911037639491,0,0,0,0,0.0,parked,18
3,73,4.192026938787867,0,0,3,2,6.191884098851624,picking up passenger,18
3,74,9.32477565712306,10,0,2,2,4.867251281664807,charging,18
3,75,14.798499471078687,10,0,2,2,4.526276186044374,charging,18
3,76,16.356010249596363,5,0,2,1,3.442489221482324,charging,19
3,77,19.901574294624126,5,0,1,0,1.454435954972237,charging,19
3,78,18.93746694122554,0,0,2,0,0.9641073533985868,picking up passenger,19
3,79,22.194293441653013,5,0,3,1,1.7431734995725265,charging,19
3,80,21.675917612111867,0,0,1,0,0.5183758295411448,picking up passenger,20
3,81,26.675917612111867,5,0,0,0,0.0,charging,20
3,82,22.760466678902098,0,0,3,1,3.915450933209768,picking up passenger,20
3,83,22.760466678902098,0,0,0,0,0.0,parked,20
3,84,30.37790095673381,10,0,2,1,2.382565722168289,charging,21
3,85,27.824628941871516,0,0,2,1,2.5532720148622925,picking up passenger,21
3,86,27.824628941871516,0,0,0,0,0.0,parked,21
3,87,27.824628941871516,0,0,0,0,0.0,parked,21
3,88,26.475015268830308,0,0,2,2,1.3496136730412092,picking up passenger,22
3,89,24.769869831264337,0,0,4,2,1.7051454375659705,picking up passenger,22
3,90,23.49198481167099,0,0,1,0,1.2778850195933489,picking up passenger,22
3,91,23.185631062636713,5,0,4,2,5.306353749034276,charging,22
3,92,26.9845475621471,5,0,1,0,1.2010835004896117,charging,23
3,93,21.418689713679058,0,0,4,0,5.565857848468043,picking up passenger,23
3,94,30.867762067862323,10,0,2,0,0.5509276458167363,charging,23
3,95,29.886852594208246,0,0,2,0,0.9809094736540762,picking up passenger,23
3,96,29.024170283868415,0,0,2,0,0.8626823103398308,picking up passenger,24
4,1,79.44065466887209,0,0,1,0,0.5593453311279177,picking up passenger,0
4,2,77.95861876443328,0,0,1,1,1.4820359044388016,picking up passenger,0
4,3,75.06439411942614,0,0,4,2,2.89422464500714,picking up passenger,0
4,4,67.71246974973835,0,0,4,1,7.351924369687795,picking up passenger,1
4,5,62.36556333292952,0,0,4,1,5.34690641680883,picking up passenger,1
4,6,56.804534207283496,0,0,3,3,5.5610291256460265,picking up passenger,1
4,7,52.222796987499486,0,0,3,1,4.581737219784012,picking up passenger,1
4,8,48.27467442790593,0,0,3,3,3.9481225595935587,picking up passenger,2
4,9,40.891002441344284,0,0,4,2,7.383671986561646,picking up passenger,2
4,10,40.891002441344284,0,0,0,0,0.0,parked,2
4,11,39.10248929175082,0,0,1,1,1.7885131495934643,picking up passenger,2
4,12,27.770691277641138,0,0,4,4,11.331798014109683,picking up passenger,3
4,13,27.770691277641138,0,0,0,0,0.0,parked,3
4,14,21.233624123940327,0,0,4,1,6.53706715370081,picking up passenger,3
4,15,25.04693405478976,5,0,1,1,1.186690069150568,charging,3
4,16,22.89525904143865,0,0,4,0,2.1516750133511113,picking up passenger,4
4,17,22.89525904143865,0,0,0,0,0.0,parked,4
4,18,22.117667779302725,0,0,1,0,0.777591262135926,picking up passenger,4
4,19,25.366456391063235,5,0,4,0,1.75121138823949,charging,4
4,20,14.065965598389125,0,0,4,4,11.30049079267411,picking up passenger,5
4,21,9.840724787741683,5,0,4,3,9.225240810647442,charging,5
4,22,9.840724787741683,0,0,0,0,0.0,parked,5
4,23,12.918070350537201,5,0,1,1,1.9226544372044823,charging,5
4,24,15.499397026760962,5,0,2,0,2.4186733237762392,charging,6
4,25,12.496452813391585,0,0,4,0,3.002944213369376,picking up passenger,6
4,26,21.660785370809496,10,0,3,0,0.8356674425820882,charging,6
4,27,28.87076776721935,10,0,2,1,2.7900176035901465,charging,6
4,28,22.377207499297704,0,0,4,1,6.493560267921643,picking up passenger,7
4,29,26.86721048478253,5,0,1,0,0.5099970145151751,charging,7
4,30,24.161574021908905,0,0,4,0,2.705636462873625,picking up passenger,7
4,31,28.1245118284849,5,0,1,0,1.0370621934240067,charging,7
4,32,22.37671345159499,0,0,2,2,5.747798376889907,picking up passenger,8
4,33,27.373664936463925,10,0,3,2,5.0030485151310655,charging,8
4,34,23.10832284097409,0,0,2,1,4.265342095489835,picking up passenger,8
4,35,23.10832284097409,0,0,0,0,0.0,parked,8
4,36,22.34146061984411,5,0,4,0,5.766862221129981,charging,9
4,37,32.34146061984411,10,0,0,0,0.0,charging,9
4,38,29.947010482956244,0,0,3,0,2.39445013688787,picking up passenger,9
4,39,29.17949952664372,0,0,1,1,0.7675109563125228,picking up passenger,9
4,40,26.914539277254473,0,0,2,0,2.264960249389247,picking up passenger,10
4,41,24.13438520713691,0,0,2,0,2.780154070117563,picking up passenger,10
4,42,20.44293155326588,0,0,3,0,3.6914536538710285,picking up passenger,10
4,43,20.44293155326588,0,0,0,0,0.0,parked,10
4,44,18.082884172005343,5,0,3,3,7.360047381260534,charging,11
4,45,22.541605779495132,5,0,1,0,0.5412783925102097,charging,11
4,46,23.333987506109157,5,0,3,2,4.207618273385975,charging,11
4,47,31.84272457162742,10,0,3,1,1.4912629344817354,charging,11
4,48,28.16094093945781,0,0,3,1,3.681783632169614,picking up passenger,12
4,49,25.473160988968992,0,0,1,1,2.687779950488817,picking up passenger,12
4,50,21.305512440702994,0,0,3,0,4.167648548265997,picking up passenger,12
4,51,12.724007554254296,0,0,3,3,8.581504886448698,picking up passenger,12
4,52,12.724007554254296,0,0,0,0,0.0,parked,13
4,53,11.571585854404187,0,0,1,1,1.1524216998501087,picking up passenger,13
4,54,14.72195671285187,5,0,2,1,1.8496291415523167,charging,13
4,55,14.72195671285187,0,0,0,0,0.0,parked,13
4,56,12.39939986052063,5,0,4,3,7.322556852331241,charging,14
4,57,14.4002357083867,10,0,3,3,7.999164152133929,charging,14
4,58,20.584832734093176,10,0,3,0,3.8154029742935247,charging,14
4,59,12.079444293733996,0,0,4,2,8.50538844035918,picking up passenger,14
4,60,11.10862184312786,0,0,2,0,0.9708224506061348,picking up passenger,15
4,61,6.099627634295399,0,0,2,2,5.008994208832461,picking up passenger,15
4,62,5.581549864245302,0,0,1,0,0.5180777700500969,picking up passenger,15
4,63,7.370127206074,5,0,3,2,3.211422658171302,charging,15
4,64,2.5941190181610727,0,0,3,3,4.776008187912927,picking up passenger,16
4,65,6.24805209353843,5,0,2,0,1.3460669246226424,charging,16
4,66,11.24805209353843,5,0,0,0,0.0,charging,16
4,67,5.272162586290048,0,0,4,0,5.9758895072483815,picking up passenger,16
4,68,0.739598832461505,0,0,3,2,4.532563753828543,picking up passenger,17
4,69,5.753044380088404,10,0,4,3,4.986554452373101,charging,17
4,70,5.358269712541709,5,0,2,2,5.394774667546695,charging,17
4,71,0.0,0,0,3,2,5.797751459382086,picking up passenger,17
4,72,0.0,0,0,4,0,1.4770643578134988,picking up passenger,18
4,73,0.0,5,0,2,2,5.010671835403794,charging,18
4,74,8.795681850615345,10,0,3,0,1.2043181493846542,charging,18
4,75,1.8425595470042975,0,0,3,3,6.953122303611048,picking up passenger,18
4,76,0.32258696737616077,5,0,4,1,6.519972579628137,charging,19
4,77,3.999533937484686,5,0,2,2,1.3230530298914747,charging,19
4,78,7.224788516533731,5,0,2,1,1.7747454209509554,charging,19
4,79,7.224788516533731,0,0,0,0,0.0,parked,19
4,80,8.901289104343073,5,0,2,2,3.323499412190657,charging,20
4,81,10.027167562580427,5,0,2,1,3.874121541762647,charging,20
4,82,2.6576561619843577,0,0,3,2,7.369511400596069,picking up passenger,20
4,83,10.159199636765848,10,0,2,1,2.498456525218509,charging,20
4,84,8.632228355012138,0,0,2,2,1.5269712817537098,picking up passenger,21
4,85,7.047398785721934,0,0,2,0,1.5848295692902041,picking up passenger,21
4,86,0.0,0,0,4,3,9.800887809572291,picking up passenger,21
4,87,1.3980874758249158,5,0,4,3,3.6019125241750842,charging,21
4,88,9.280000762130975,10,0,3,0,2.1180867136939416,charging,22
4,89,16.437198585612997,10,0,2,2,2.8428021765179787,charging,22
4,90,19.885963814439627,5,0,2,1,1.5512347711733674,charging,22
4,91,24.885963814439627,5,0,0,0,0.0,charging,22
4,92,29.576550779352896,10,0,2,2,5.30941303508673,charging,23
4,93,28.52888322749062,0,0,1,1,1.0476675518622747,picking up passenger,23
4,94,26.86131369875493,0,0,2,2,1.6675695287356893,picking up passenger,23
4,95,25.225630163796783,0,0,1,1,1.6356835349581473,picking up passenger,23
4,96,21.986245795508705,0,0,4,3,3.239384368288079,picking up passenger,24
5,1,75.28731829101918,0,0,3,3,4.712681708980821,picking up passenger,0
5,2,70.24450868366384,0,0,4,1,5.0428096073553395,picking up passenger,0
5,3,69.08258973668876,0,0,1,0,1.161918946975085,picking up passenger,0
5,4,69.08258973668876,0,0,0,0,0.0,parked,1
5,5,65.86084664231856,0,0,3,1,3.2217430943701997,picking up passenger,1
5,6,60.80958764754109,0,0,2,2,5.051258994777467,picking up passenger,1
5,7,57.31736927295152,0,0,3,1,3.492218374589576,picking up passenger,1
5,8,56.73894382492407,0,0,1,0,0.5784254480274487,picking up passenger,2
5,9,54.29425261934658,0,0,1,1,2.444691205577491,picking up passenger,2
5,10,54.29425261934658,0,0,0,0,0.0,parked,2
5,11,52.14215297515552,0,0,4,4,2.1520996441910585,picking up passenger,2
5,12,50.47945923871675,0,0,4,2,1.662693736438771,picking up passenger,3
5,13,41.43524031796055,0,0,4,4,9.044218920756201,picking up passenger,3
